goods_no,goods_nm,gender,item_cat_cd,d_cat_nm,full_nm,imgurl
4858772,90s bear gummy [에폭시 범퍼케이스],U,12022002,휴대폰 케이스,Digital/Tech > 휴대폰 > 휴대폰 케이스,https://image.msscdn.net/thumbnails/images/goods_img/20250305/4858772/4858772_17411398852955_500.jpg
5313010,어드저스트 카펜터 스터드 와이드 팬츠 [데님 블랙 바이오],W,29015002,청/데님 팬츠,Clothing > 바지 > 청/데님 팬츠,https://image.msscdn.net/thumbnails/images/goods_img/20250812/5313010/5313010_17554917518026_500.jpg
3724412,antique belt half boots black,W,5011002,미들/하프 부츠,Shoes > 부츠 > 미들/하프 부츠,https://image.msscdn.net/thumbnails/images/goods_img/20231120/3724412/3724412_17004637744379_500.jpg
552101,킹크로치 코팅 더블포켓 팬츠,M,29015001,코튼 팬츠,Clothing > 바지 > 코튼 팬츠,https://image.msscdn.net/thumbnails/images/goods_img/20170509/552101/552101_2_500.jpg
3252624,여아동 아쿠아 3부 실내수영복 G_2i532,W,31012001,수영복/래시가드,Kids > 시즌/테마 > 수영복/래시가드,https://image.msscdn.net/thumbnails/images/goods_img/20230421/3252624/3252624_17186763126695_500.jpg
4632823,미니스트릿  오버핏 후드 티 H0214,W,29001006,후드 티셔츠,Clothing > 티셔츠 > 후드 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20241122/4632823/4632823_17322673192285_500.jpg
1787983,PENNY LOAFER BR (SDP91184 BR),W,5014008,로퍼,Shoes > 남성 및 공용 구두 > 로퍼,https://image.msscdn.net/thumbnails/images/goods_img/20210209/1787983/1787983_17495229359828_500.jpg
4450953,2WAY 헤비웨이트 슬래쉬 패딩 자켓_PU 레더 브라운,W,29010002,숏 패딩/숏 헤비 아우터,Clothing > 패딩/헤비 아우터 > 숏 패딩/숏 헤비 아우터,https://image.msscdn.net/thumbnails/images/goods_img/20240923/4450953/4450953_17308788216304_500.jpg
3142419,코지 티팟 블랙 1.3L_1302Z,U,36017,커피용품,Life > 커피용품,https://image.msscdn.net/thumbnails/images/goods_img/20230313/3142419/3142419_16786752702783_500.jpg
3548869,COZY DIAMOND VEST_IVORY,W,29012,베스트,Clothing > 베스트,https://image.msscdn.net/thumbnails/images/goods_img/20230911/3548869/3548869_16944083885340_500.jpg
5143786,여성 PQ 기본 카라 티셔츠 베이지 (IWPFTTP20153),W,27012009,피케/카라 티셔츠,Sportswear > 상의 > 피케/카라 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20250523/5143786/5143786_17479884235453_500.jpg
5205345,시크 멜빵 바지 우주복 블랙 C2HQ7802-BK,W,31002002,우주복,Kids > 12개월 이하 > 우주복,https://image.msscdn.net/thumbnails/images/goods_img/20250625/5205345/5205345_17508119029159_500.jpg
4916196,(WOMEN) 스웻 롱 스커트  네이비,W,29014001,롱스커트,Clothing > 스커트 > 롱스커트,https://image.msscdn.net/thumbnails/images/goods_img/20250319/4916196/4916196_17423612385644_500.jpg
4213384,우먼즈 벨벳 뷔스티에 미니 드레스 [블랙],W,29013003,미니 원피스,Clothing > 원피스 > 미니 원피스,https://image.msscdn.net/thumbnails/images/goods_img/20240621/4213384/4213384_17358887521308_500.jpg
5024688,슈퍼마이크로 A-셔츠 [화이트],M,27012005,나시/민소매 티셔츠,Sportswear > 상의 > 나시/민소매 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20250414/5024688/5024688_17446159857874_500.jpg
3449192,빅 폴라베어 맨투맨_Melange GREY,M,27012006,맨투맨/스웨트셔츠,Sportswear > 상의 > 맨투맨/스웨트셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20230808/3449192/3449192_16914533546834_500.jpg
278211,EV Black/Red Check Beanie,M,7005,비니,Headwear > 비니,https://image.msscdn.net/thumbnails/images/goods_img/20151112/278211/278211_1_500.jpg
4921229,DEV:6 T-SHIRT 04_GREY,M,29001001,반소매 티셔츠,Clothing > 티셔츠 > 반소매 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20250320/4921229/4921229_17437317774348_500.jpg
4082449,데이스 숄더백 L - 블랙,W,4003,숄더백,Bag > 숄더백,https://image.msscdn.net/thumbnails/images/goods_img/20240424/4082449/4082449_17139409714187_500.jpg
4888093,Damage Camouflage Cargo Pants ((Gray)),W,29015001,코튼 팬츠,Clothing > 바지 > 코튼 팬츠,https://image.msscdn.net/thumbnails/images/goods_img/20250312/4888093/4888093_17417664895836_500.jpg
4224995,creamy lemon floral curtain,U,36004003,일반커튼,Life > 커튼/블라인드 > 일반커튼,https://image.msscdn.net/thumbnails/images/goods_img/20240628/4224995/4224995_17195950360738_500.jpg
3394108,지젤 장스탠드 SS-3540,U,36002001,장스탠드,Life > 조명 > 장스탠드,https://image.msscdn.net/thumbnails/images/goods_img/20230704/3394108/3394108_16884552413822_500.jpg
2942765,그래피티 스웨트 팬츠 - LIGHT GREY OR,M,29015005,조거 팬츠,Clothing > 바지 > 조거 팬츠,https://image.msscdn.net/thumbnails/images/goods_img/20221115/2942765/2942765_1_500.jpg
3521412,PILOT BEAR GRAPHIC 후드티 - 블루,M,29001006,후드 티셔츠,Clothing > 티셔츠 > 후드 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20230901/3521412/3521412_16935399115843_500.jpg
3518638,아기 유아 또리곰 3중거즈 블랭킷 이불 2종,U,31023001,침구,Kids > 침구용품 > 침구,https://image.msscdn.net/thumbnails/images/goods_img/20230831/3518638/3518638_16934688533327_500.jpg
4267534,덴덜라이언 컬러블럭 아동 맨투맨 티셔츠,M,31001006,맨투맨/스웨트셔츠,Kids > 상의 > 맨투맨/스웨트셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20240723/4267534/4267534_17217020108043_500.jpg
4222318,[2PACK] 기능성 오버핏 반팔 티셔츠 AR-188,M,27012007,반소매 티셔츠,Sportswear > 상의 > 반소매 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20240627/4222318/4222318_17194664898310_500.jpg
5008324,[어프어프X정]첫여름 늦사랑(맥세이프-보조배터리),U,12022002,휴대폰 케이스,Digital/Tech > 휴대폰 > 휴대폰 케이스,https://image.msscdn.net/thumbnails/images/goods_img/20250409/5008324/5008324_17441899785661_500.jpg
4899887,말 글라스범퍼케이스(+맥세이프),U,12022002,휴대폰 케이스,Digital/Tech > 휴대폰 > 휴대폰 케이스,https://image.msscdn.net/thumbnails/images/goods_img/20250314/4899887/4899887_17419325264829_500.jpg
3889940,ANC CLASSIC KEY SWEATSHIRT_NAVY,W,29001005,맨투맨/스웨트셔츠,Clothing > 티셔츠 > 맨투맨/스웨트셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20240221/3889940/3889940_17097923378414_500.jpg
3934556,코튼 클래식 셔츠_NAVY CHECK,M,29002001,캐주얼 셔츠,Clothing > 셔츠/남방 > 캐주얼 셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20240308/3934556/3934556_17243990156956_500.jpg
3639327,파인 울 캐쥬얼 체크 셔츠_그린그레이,M,29002001,캐주얼 셔츠,Clothing > 셔츠/남방 > 캐주얼 셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20231019/3639327/3639327_16976557095850_500.jpg
4324162,컬러 블록 그래픽 긴소매 티셔츠  네이비 (164841EY2R),W,29001002,긴소매 티셔츠,Clothing > 티셔츠 > 긴소매 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20240813/4324162/4324162_17246400713124_500.jpg
4425953,우먼 브이넥 헤어리 가디건 핑크,W,29008,카디건,Clothing > 카디건,https://image.msscdn.net/thumbnails/images/goods_img/20240910/4425953/4425953_17259468927204_500.jpg
4772237,heart BAG small - navy,W,4015,토트백,Bag > 토트백,https://image.msscdn.net/thumbnails/images/goods_img/20250210/4772237/4772237_17391800041015_500.jpg
4845223,워크 코튼 월렛(DARK INDIGO),W,4016,지갑/머니클립,Bag > 지갑/머니클립,https://image.msscdn.net/thumbnails/images/goods_img/20250228/4845223/4845223_17551546397394_500.jpg
5145292,(실버925) 데이지 데즐 팔찌 BR2194,W,25001,팔찌,Jewelry > 팔찌,https://image.msscdn.net/thumbnails/images/goods_img/20250526/5145292/5145292_17483152747316_500.jpg
1952887,Athena Brown,W,5004007,기타 샌들,Shoes > 샌들 > 기타 샌들,https://image.msscdn.net/thumbnails/images/goods_img/20210516/1952887/1952887_1_500.jpg
3727838,으뜸효율환급 창문형에어컨 EWIE067-MWK 세로형바닐라화이트,U,12030001,에어컨,Digital/Tech > 계절가전 > 에어컨,https://image.msscdn.net/thumbnails/images/goods_img/20231122/3727838/3727838_17218716664373_500.jpg
5251607,SIGNATURE COMBO ZIP-UP HOODIE light heather gray,M,29006,후드 집업,Clothing > 후드 집업,https://image.msscdn.net/thumbnails/images/goods_img/20250716/5251607/5251607_17555839936520_500.jpg
5132227,Kbas Sofia Primium Leather Pointed Mule - Black,W,5023006,기타 여성 구두,Shoes > 여성 구두 > 기타 여성 구두,https://image.msscdn.net/thumbnails/images/goods_img/20250520/5132227/5132227_17477989361662_500.png
5339769,하이웨이스트 와이드 레그 진,W,29015002,청/데님 팬츠,Clothing > 바지 > 청/데님 팬츠,https://image.msscdn.net/thumbnails/images/goods_img/20250819/5339769/5339769_17555940891342_500.jpg
4351357,링클 스트링 저지 카디건  아이보리,W,29008,카디건,Clothing > 카디건,https://image.msscdn.net/thumbnails/images/goods_img/20240821/4351357/4351357_17246423732226_500.jpg
3522371,M65 QUILTING JACKET (GRAY),M,29007011,기타 점퍼/재킷,Clothing > 점퍼/재킷 > 기타 점퍼/재킷,https://image.msscdn.net/thumbnails/images/goods_img/20230901/3522371/3522371_17284537900098_500.jpg
3384891,에어라이트 루즈핏 여성 후드(3컬러) 래쉬가드,W,27009006,래시가드 상의,Sportswear > 비치웨어 > 래시가드 상의,https://image.msscdn.net/thumbnails/images/goods_img/20230627/3384891/3384891_17153115636368_500.jpg
4899379,린넨 밴딩 쇼츠 (Charcoal),W,29015006,숏팬츠,Clothing > 바지 > 숏팬츠,https://image.msscdn.net/thumbnails/images/goods_img/20250314/4899379/4899379_17436566721444_500.jpg
4867304,COLOR BLOCK TRACK ZIP UP JACKET (OLIVE),W,29007008,트레이닝 재킷,Clothing > 점퍼/재킷 > 트레이닝 재킷,https://image.msscdn.net/thumbnails/images/goods_img/20250306/4867304/4867304_17472772413051_500.jpg
4334274,스타 무스(맥세이프-아크릴스마트톡),U,12022004,셀카봉 / 거치대,Digital/Tech > 휴대폰 > 셀카봉 / 거치대,https://image.msscdn.net/thumbnails/images/goods_img/20240815/4334274/4334274_17237273628271_500.jpg
3189348,썸머 믹스 원석 비즈 팔찌,W,25001,팔찌,Jewelry > 팔찌,https://image.msscdn.net/thumbnails/images/goods_img/20230329/3189348/3189348_16843983321472_500.jpg
4962806,LINEN BELTED CHINO PANTS LIGHT KHAKI,M,29015001,코튼 팬츠,Clothing > 바지 > 코튼 팬츠,https://image.msscdn.net/thumbnails/images/goods_img/20250329/4962806/4962806_17432447975474_500.jpg
3046977,슈퍼 헤비웨이트 레귤러 핏 블랭크 티셔츠 블루,M,29001001,반소매 티셔츠,Clothing > 티셔츠 > 반소매 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20230130/3046977/3046977_17255265245543_500.jpg
1838772,W97 yoo linen over shirts pink,W,29002001,캐주얼 셔츠,Clothing > 셔츠/남방 > 캐주얼 셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20210311/1838772/1838772_1_500.jpg
5078745,진스 어반 로고 저지 티셔츠,W,29001001,반소매 티셔츠,Clothing > 티셔츠 > 반소매 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20250429/5078745/5078745_17461186756894_500.jpg
5157363,아메카지 체크 오버핏 반팔 셔츠 (카키),W,29002001,캐주얼 셔츠,Clothing > 셔츠/남방 > 캐주얼 셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20250529/5157363/5157363_17485023009013_500.jpg
3160802,미니 포츈 쿠키 숄더백 - 실버 / YUZCHBFM46,W,4003,숄더백,Bag > 숄더백,https://image.msscdn.net/thumbnails/images/goods_img/20230320/3160802/3160802_16808348471620_500.jpg
4596729,스​마​트​ ​아​크​릴​톡 트리플블랙스타.S,U,12022004,셀카봉 / 거치대,Digital/Tech > 휴대폰 > 셀카봉 / 거치대,https://image.msscdn.net/thumbnails/images/goods_img/20241107/4596729/4596729_17309625826169_500.jpg
4497166,샐리 케이블 니트 가디건_아이보리,W,29008,카디건,Clothing > 카디건,https://image.msscdn.net/thumbnails/images/goods_img/20241008/4497166/4497166_17283650988375_500.jpg
2189098,[2개 세트] 아르간 오일 헤어 퍼퓸 에센스 100ml,W,15001013,헤어에센스,Beauty > 헤어케어 > 헤어에센스,https://image.msscdn.net/thumbnails/images/goods_img/20211020/2189098/2189098_16763392698610_500.jpg
5317874,후디드 롱 슬리브 티셔츠 - 그레이,M,29001002,긴소매 티셔츠,Clothing > 티셔츠 > 긴소매 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20250813/5317874/5317874_17554968442284_500.png
4051856,해먹백 차콜,M,4002,메신저/크로스 백,Bag > 메신저/크로스 백,https://image.msscdn.net/thumbnails/images/goods_img/20240415/4051856/4051856_17131401403551_500.jpg
4785836,릴리 프렌즈 슈참 PACK 화이트,W,11006,기타 액세서리,Accessory > 기타 액세서리,https://image.msscdn.net/thumbnails/images/goods_img/20250213/4785836/4785836_17415718502410_500.jpg
2366662,종종 꿈꾸는밤 소프트젤리케이스,U,12022002,휴대폰 케이스,Digital/Tech > 휴대폰 > 휴대폰 케이스,https://image.msscdn.net/thumbnails/images/goods_img/20220216/2366662/2366662_1_500.jpg
4338940,Original Wing logo Hoodie Zip-up gray,M,29006,후드 집업,Clothing > 후드 집업,https://image.msscdn.net/thumbnails/images/goods_img/20240816/4338940/4338940_17512523753293_500.jpg
3390037,W23 롱랙탱글 페이크레더 벨트 카멜,W,11007,벨트,Accessory > 벨트,https://image.msscdn.net/thumbnails/images/goods_img/20230630/3390037/3390037_16880933360964_500.jpg
4333253,TORCHON LACE SHIRRING LAYERED LONG T SHIRT WHITE,W,29001001,반소매 티셔츠,Clothing > 티셔츠 > 반소매 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20240815/4333253/4333253_17254345826032_500.jpg
2257348,갤럭시 핸드폰 투명 케이스 블랙화이트,U,12022002,휴대폰 케이스,Digital/Tech > 휴대폰 > 휴대폰 케이스,https://image.msscdn.net/thumbnails/images/goods_img/20211205/2257348/2257348_1_500.jpg
4900782,[여성] 파이퍼 레인 자켓 _라이트 민트 VR25110009,W,27001006,블레이저,Sportswear > 아우터 > 블레이저,https://image.msscdn.net/thumbnails/images/goods_img/20250314/4900782/4900782_17506782530481_500.jpg
4552185,APPLIQUE BALACLAVA MUFFLER (ivory),W,7013,바라클라바,Headwear > 바라클라바,https://image.msscdn.net/thumbnails/images/goods_img/20241024/4552185/4552185_17297488891541_500.jpg
3743442,오리지널 피그먼트 워싱 스웨트셔츠 [다크 네이비],M,29001005,맨투맨/스웨트셔츠,Clothing > 티셔츠 > 맨투맨/스웨트셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20231204/3743442/3743442_17169639734569_500.jpg
3169895,스마일 로고 피케 스커트_화이트,W,27004001,미니스커트,Sportswear > 스커트 > 미니스커트,https://image.msscdn.net/thumbnails/images/goods_img/20230322/3169895/3169895_16817074204414_500.jpg
2757618,스몰 로고 포인트 오버핏 맨투맨_OT3D011DG,M,29001005,맨투맨/스웨트셔츠,Clothing > 티셔츠 > 맨투맨/스웨트셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20220831/2757618/2757618_1_500.jpg
4402876,파스텔 트위스트 투홀 롱장갑8종(택1),W,11011,장갑,Accessory > 장갑,https://image.msscdn.net/thumbnails/images/goods_img/20240904/4402876/4402876_17254403389177_500.jpg
2935221,CHECKMATE COVY-BLACK(하드),U,12022002,휴대폰 케이스,Digital/Tech > 휴대폰 > 휴대폰 케이스,https://image.msscdn.net/thumbnails/images/goods_img/20221110/2935221/2935221_1_500.jpg
5226848,트위셀 볼드 귀걸이,W,25004,귀걸이,Jewelry > 귀걸이,https://image.msscdn.net/thumbnails/images/goods_img/20250704/5226848/5226848_17515961693635_500.jpg
1466429,Give out a Flash 5Pocket bag (BLACK) NFP1806015BK,M,4007,웨이스트 백,Bag > 웨이스트 백,https://image.msscdn.net/thumbnails/images/goods_img/20200528/1466429/1466429_1_500.jpg
3725618,NEWSBOY HAT - BLACK,W,7002,헌팅캡/베레모,Headwear > 헌팅캡/베레모,https://image.msscdn.net/thumbnails/images/goods_img/20231121/3725618/3725618_17005328108336_500.jpg
3852847,오버핏 코다컬러 볼캡 YELLOW,M,17017003,볼캡,Sports/Goods > 스포츠 모자 > 볼캡,https://image.msscdn.net/thumbnails/images/goods_img/20240207/3852847/3852847_17170313779197_500.jpg
3820521,GUNS N CLOVER HALF SLEEVE-WASHED CHARCOAL,M,29001001,반소매 티셔츠,Clothing > 티셔츠 > 반소매 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20240124/3820521/3820521_17105045171387_500.png
4324884,SCOOP-NECK SIDE TRIM TOP (CHARCOAL),W,29001002,긴소매 티셔츠,Clothing > 티셔츠 > 긴소매 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20240813/4324884/4324884_17375266518783_500.jpg
4960850,COLOR BLOCK W LLF S/S TEE(YELLOW),W,29001001,반소매 티셔츠,Clothing > 티셔츠 > 반소매 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20250329/4960850/4960850_17439429135499_500.jpg
5058746,[디즈니] 프레임 미니마우스 프렌즈 반소매 티셔츠_화이트,W,29001001,반소매 티셔츠,Clothing > 티셔츠 > 반소매 티셔츠,https://image.msscdn.net/thumbnails/images/goods_img/20250423/5058746/5058746_17454785831806_500.jpg
5188673,[시트러스 우디] 니치퍼퓸 어디어프렌드 30ml,W,15007,향수,Beauty > 향수,https://image.msscdn.net/thumbnails/images/goods_img/20250617/5188673/5188673_17546162646547_500.jpg
